Date,Entity,Site,Commodity,EquipmentUtilization,DowntimeHours,TonnesMoved,Scenario
2023-01-01,Holding Company,Mill A,Gold,73.62652732539439,15.812869066606419,41199.30884767033,Actual
2023-01-01,Holding Company,Mill A,Copper,87.48115864875547,10.950270102275557,53203.72182806031,Budget
2023-01-01,Holding Company,Mill A,Zinc,52.905683067148686,13.181384137925845,76282.85234498318,Actual
2023-01-01,Holding Company,Mill A,Nickel,78.77538779972014,13.930279806441968,78607.84826483924,Actual
2023-01-01,Holding Company,Mill B,Gold,80.73450991017148,11.043820538561038,30529.837055659937,Budget
2023-01-01,Holding Company,Mill B,Copper,42.06052642424538,4.329674920831641,32539.302132175388,Actual
2023-01-01,Holding Company,Mill B,Zinc,87.3817424638807,10.811048186691997,33038.35240662627,Actual
2023-01-01,Holding Company,Mill B,Nickel,50.75385968935543,6.891290749267515,61580.73718231286,Actual
2023-01-01,Alberta,North Pit,Gold,62.27680575448478,15.840839691078978,62859.526143883486,Budget
2023-01-01,Alberta,North Pit,Copper,93.21099380386667,17.03340043527188,99581.30842700724,Budget
2023-01-01,Alberta,North Pit,Zinc,100.0,22.7683334515255,107866.51436386466,Actual
2023-01-01,Alberta,North Pit,Nickel,88.29390718407615,12.763620020913581,66253.90598955174,Budget
2023-01-01,Alberta,South Pit,Gold,70.66148192106797,13.424594673709919,86329.37997456946,Budget
2023-01-01,Alberta,South Pit,Copper,63.418523990223434,21.6847685928128,79336.25558638532,Budget
2023-01-01,Alberta,South Pit,Zinc,94.77437191362681,16.39780123895713,53133.895518149104,Actual
2023-01-01,Alberta,South Pit,Nickel,75.40533728088604,24.755466642742448,67118.07923792615,Budget
2023-01-01,Alberta,Mill A,Gold,64.27133821956726,13.792344600177298,68919.91073838496,Budget
2023-01-01,Alberta,Mill A,Copper,77.33119185389445,17.99161889235678,61586.21890254624,Budget
2023-01-01,Alberta,Mill A,Zinc,41.255629716630445,4.049325537577752,28677.369578781454,Actual
2023-01-01,Alberta,Mill A,Nickel,91.82621407275738,18.066798488376214,45635.83361605209,Budget
2023-01-01,Alberta,Mill B,Gold,69.05729935600058,22.028527888300122,49673.318066917316,Budget
2023-01-01,Alberta,Mill B,Copper,83.18827995238937,23.849156770665925,30717.860456471462,Budget
2023-01-01,Alberta,Mill B,Zinc,70.90988766312938,24.94641223279541,94186.07245186565,Budget
2023-01-01,Alberta,Mill B,Nickel,79.30093766423245,10.793089725622409,79122.80871114387,Actual
2023-01-01,Quebec,North Pit,Gold,79.13485977701478,16.507401296514338,78273.21210491296,Budget
2023-01-01,Quebec,North Pit,Copper,66.46990594339344,14.014359710642948,70063.1429666385,Budget
2023-01-01,Quebec,North Pit,Zinc,93.93546197175955,16.27634961150342,78251.75657127413,Budget
2023-01-01,Quebec,North Pit,Nickel,87.12964881763901,8.149059143796933,98730.37849115455,Budget
2023-01-01,Quebec,South Pit,Gold,100.0,28.92911338106518,74485.30188268292,Actual
2023-01-01,Quebec,South Pit,Copper,91.31895726496771,23.191378866891753,79876.79108135946,Budget
2023-01-01,Quebec,South Pit,Zinc,86.47239105224402,14.952189330170023,58947.626075075765,Actual
2023-01-01,Quebec,South Pit,Nickel,100.0,13.741442920658324,116319.29408730987,Actual
2023-01-01,Quebec,Mill A,Gold,63.09723757181718,7.816668553060246,90062.00248230246,Budget
2023-01-01,Quebec,Mill A,Copper,66.85940018467008,18.67529649555609,93158.64977964395,Budget
2023-01-01,Quebec,Mill A,Zinc,41.97858189468118,7.665009020902782,20710.461795977833,Actual
2023-01-01,Quebec,Mill A,Nickel,62.65821460772748,20.35526433963165,44653.17304348728,Actual
2023-01-01,Quebec,Mill B,Gold,73.60370513913188,18.4202494968974,39374.70458411172,Budget
2023-01-01,Quebec,Mill B,Copper,58.37379208495322,15.046516067906774,51890.94871782807,Actual
2023-01-01,Quebec,Mill B,Zinc,100.0,19.91317401472246,79565.73387052705,Actual
2023-01-01,Quebec,Mill B,Nickel,65.21796483803001,5.322361115251734,43108.8901204118,Actual
2023-01-01,Ontario,North Pit,Gold,69.83270783905833,23.63844871371174,80641.25444315493,Budget
2023-01-01,Ontario,North Pit,Copper,78.9943629105387,17.5587498659892,48883.880203227855,Budget
2023-01-01,Ontario,North Pit,Zinc,48.61140467814195,18.62726437558407,67207.83133331046,Actual
2023-01-01,Ontario,North Pit,Nickel,88.0768943263914,15.747128095457741,42436.15576992508,Budget
2023-01-01,Ontario,South Pit,Gold,62.609272528791976,19.202217838124263,55706.47063356986,Budget
2023-01-01,Ontario,South Pit,Copper,100.0,8.211443227546416,98626.28112409498,Actual
2023-01-01,Ontario,South Pit,Zinc,100.0,20.99539640502551,86165.76111132432,Actual
2023-01-01,Ontario,South Pit,Nickel,66.95504885369604,20.292992231807148,35462.03784036005,Budget
2023-01-01,Ontario,Mill A,Gold,39.358304181302664,13.450199902675898,58349.71513377921,Actual
2023-01-01,Ontario,Mill A,Copper,88.5411499959192,20.40223304460571,71864.54534008427,Budget
2023-01-01,Ontario,Mill A,Zinc,97.01037197564028,10.904968374711611,104051.07758283829,Actual
2023-01-01,Ontario,Mill A,Nickel,85.51525088143455,24.50796955210452,90734.49047595079,Budget
2023-01-01,Ontario,Mill B,Gold,86.9944621340081,24.903642412498776,68214.30832625218,Budget
2023-01-01,Ontario,Mill B,Copper,43.92871515581771,4.570267241654377,65799.98028889849,Actual
2023-01-01,Ontario,Mill B,Zinc,65.35884904749066,21.378008835200323,80532.46601095307,Actual
2023-01-01,Ontario,Mill B,Nickel,46.83144975865548,7.887916117235709,70967.66764788351,Actual
2023-01-01,British Columbia,North Pit,Gold,100.0,23.560483386377907,112292.1850712586,Actual
2023-01-01,British Columbia,North Pit,Copper,88.87681730729958,12.77740006323298,95034.9221654881,Actual
2023-01-01,British Columbia,North Pit,Zinc,71.58143086984272,24.35508646746243,62855.23364738381,Budget
2023-01-01,British Columbia,North Pit,Nickel,62.22454226001083,7.0300771660707095,44842.17422645494,Budget
2023-01-01,British Columbia,South Pit,Gold,61.505500439370884,12.97621319712915,81345.37760567217,Actual
2023-01-01,British Columbia,South Pit,Copper,71.38141627093614,13.560955838841494,80578.4430512253,Budget
2023-01-01,British Columbia,South Pit,Zinc,85.53621624183225,11.520469045559699,49722.35049389642,Budget
2023-01-01,British Columbia,South Pit,Nickel,82.31451149743246,17.910679817602972,53869.70059289497,Budget
2023-01-01,British Columbia,Mill A,Gold,91.05244599017144,7.62111486843335,78025.49583000544,Budget
2023-01-01,British Columbia,Mill A,Copper,75.03909632510602,18.957225335840278,62213.19171925329,Actual
2023-01-01,British Columbia,Mill A,Zinc,47.09414562421303,18.058101928918887,26196.433160229826,Actual
2023-01-01,British Columbia,Mill A,Nickel,97.64619407195792,24.23948237090686,45857.485551468344,Actual
2023-01-01,British Columbia,Mill B,Gold,100.0,26.252995878414122,97200.14124767993,Actual
2023-01-01,British Columbia,Mill B,Copper,83.06098480915583,12.715730499783705,55273.24531838035,Actual
2023-01-01,British Columbia,Mill B,Zinc,100.0,13.678587765350462,77966.03113415116,Actual
2023-01-01,British Columbia,Mill B,Nickel,77.28284587275368,15.340967093802664,83663.5034777468,Budget
2023-01-01,Nova Scotia,North Pit,Gold,78.2956490283698,5.914532295245454,82582.29155942367,Budget
2023-01-01,Nova Scotia,North Pit,Copper,74.96393564254923,23.90716268913065,41691.05188210917,Budget
2023-01-01,Nova Scotia,North Pit,Zinc,40.66171869078876,5.259342702330316,24633.275711172126,Actual
2023-01-01,Nova Scotia,North Pit,Nickel,63.77619994476566,23.060260783361848,71380.6605075563,Budget
2023-01-01,Nova Scotia,South Pit,Gold,61.1000214990357,6.671644440007114,81914.30117518676,Budget
2023-01-01,Nova Scotia,South Pit,Copper,90.13052031267067,23.500939458801014,44293.61243186978,Actual
2023-01-01,Nova Scotia,South Pit,Zinc,71.00245933767144,8.039250517564302,56036.87011290924,Budget
2023-01-01,Nova Scotia,South Pit,Nickel,77.7999741907646,5.762632281829454,90919.45971773485,Budget
2023-01-01,Nova Scotia,Mill A,Gold,100.0,24.921628559699005,123511.36698552319,Actual
2023-01-01,Nova Scotia,Mill A,Copper,56.66426391748303,8.744123164358497,50941.918017252945,Actual
2023-01-01,Nova Scotia,Mill A,Zinc,74.36340230624704,19.28992305568699,35566.115382158314,Budget
2023-01-01,Nova Scotia,Mill A,Nickel,100.0,18.98207134281202,56632.20235984073,Actual
2023-01-01,Nova Scotia,Mill B,Gold,68.00793579220678,7.176147804601312,46307.89442208731,Budget
2023-01-01,Nova Scotia,Mill B,Copper,62.69429684400775,23.642601466023272,46727.46043787399,Budget
2023-01-01,Nova Scotia,Mill B,Zinc,59.81832623557465,11.979036007480333,55068.4422493022,Actual
2023-01-01,Nova Scotia,Mill B,Nickel,65.64274505389015,19.68894555597376,70825.79561840999,Budget
2023-02-01,Canada,North Pit,Gold,92.53941783199005,15.020411440312502,38575.67120759547,Budget
2023-02-01,Canada,North Pit,Copper,88.2842132847546,17.087229499224094,92254.92045698341,Budget
2023-02-01,Canada,North Pit,Zinc,89.84230104370707,12.087860879215869,80252.28152762461,Actual
2023-02-01,Canada,North Pit,Nickel,90.50112065657012,9.007206080069006,71807.62111876038,Budget
2023-02-01,Canada,South Pit,Gold,88.128522691469,15.851404068161356,99109.5298868999,Budget
2023-02-01,Canada,South Pit,Copper,51.933216791252924,10.775685370663453,57740.97229716422,Actual
2023-02-01,Canada,South Pit,Zinc,100.0,16.32021509648023,121139.77181047347,Actual
2023-02-01,Canada,South Pit,Nickel,81.04921648494611,18.95948596671245,51416.01270718851,Actual
2023-02-01,Canada,Mill A,Gold,88.2604054307422,18.81013264022272,46809.064324254825,Budget
2023-02-01,Canada,Mill A,Copper,100.0,7.559360157493961,84499.0647229597,Actual
2023-02-01,Canada,Mill A,Zinc,62.06831715173562,10.274797555728302,57245.011316639335,Actual
2023-02-01,Canada,Mill A,Nickel,46.422592052427085,9.622537625655378,33337.41958008649,Actual
2023-02-01,Canada,Mill B,Gold,55.031685513504755,5.616562991086907,63935.30097039344,Actual
2023-02-01,Canada,Mill B,Copper,71.12454535962777,9.222159892416972,30437.78725155491,Actual
2023-02-01,Canada,Mill B,Zinc,100.0,7.375807581962425,95784.34687810505,Actual
2023-02-01,Canada,Mill B,Nickel,90.12557041397201,24.924841972340413,62002.45202863101,Budget
2023-02-01,Holding Company,North Pit,Gold,39.45133458880821,12.921265080929437,51230.54992207203,Actual
2023-02-01,Holding Company,North Pit,Copper,77.87615559021481,6.7490031300550735,63395.64414490633,Budget
2023-02-01,Holding Company,North Pit,Zinc,74.60938511020727,5.404987595801842,98413.36480192865,Budget
2023-02-01,Holding Company,North Pit,Nickel,67.77377336647555,19.385756003045604,53427.946577218245,Budget
2023-02-01,Holding Company,South Pit,Gold,64.1952878566789,13.783843313653339,98780.10559016718,Budget
2023-02-01,Holding Company,South Pit,Copper,71.81653099912698,20.73593418129152,34548.175973528276,Budget
2023-02-01,Holding Company,South Pit,Zinc,93.00183963693817,23.469520756367675,77863.25423302896,Budget
2023-02-01,Holding Company,South Pit,Nickel,71.31210262072644,16.986007780327448,61795.34447494385,Budget
2023-02-01,Holding Company,Mill A,Gold,79.18571363350023,8.857158004847346,88701.21222366329,Actual
2023-02-01,Holding Company,Mill A,Copper,84.60566356133123,20.64388072092905,85273.12488018986,Budget
2023-02-01,Holding Company,Mill A,Zinc,72.7270360832753,24.116234863487488,86014.71280131562,Budget
2023-02-01,Holding Company,Mill A,Nickel,94.01237289523363,16.60462574119912,36631.70195117638,Budget
2023-02-01,Holding Company,Mill B,Gold,93.6856553229739,18.63994894561467,87565.59899029063,Budget
2023-02-01,Holding Company,Mill B,Copper,56.85606460472406,9.707991219855698,37166.93996578438,Actual
2023-02-01,Holding Company,Mill B,Zinc,77.2546146335311,12.60622686697708,31736.374798232715,Actual
2023-02-01,Holding Company,Mill B,Nickel,70.53074084358694,19.69308995706128,45241.7103779088,Budget
2023-02-01,Alberta,North Pit,Gold,69.96941730321137,23.555421968136383,63549.95732898829,Budget
2023-02-01,Alberta,North Pit,Copper,41.421765689891835,11.880773811023644,55382.02968096378,Actual
2023-02-01,Alberta,North Pit,Zinc,87.57272321807702,22.39198157917715,48778.88645716998,Actual
2023-02-01,Alberta,North Pit,Nickel,77.59376581301015,8.43270034830746,37910.52836631899,Budget
2023-02-01,Alberta,South Pit,Gold,61.80175629374963,9.239181805159472,75217.70785167595,Budget
2023-02-01,Alberta,South Pit,Copper,69.7526262482814,15.640693736667801,98872.86254520123,Budget
2023-02-01,Alberta,South Pit,Zinc,91.78930600883288,8.531083844856811,72060.92114599326,Budget
2023-02-01,Alberta,South Pit,Nickel,55.91768495745486,14.47309120441505,64085.90919835045,Actual
2023-02-01,Alberta,Mill A,Gold,65.07132052319281,10.833063707893979,69281.7210622494,Budget
2023-02-01,Alberta,Mill A,Copper,76.56138433928369,20.6768582544284,84138.56984902418,Actual
2023-02-01,Alberta,Mill A,Zinc,94.49776589387102,21.162206932286868,98306.30941466114,Budget
2023-02-01,Alberta,Mill A,Nickel,56.108552314799056,11.698101154480701,55794.79870930982,Actual
2023-02-01,Alberta,Mill B,Gold,93.58904844965235,9.65442224361939,66305.66099924238,Actual
2023-02-01,Alberta,Mill B,Copper,100.0,21.220094106604186,106747.07461797268,Actual
2023-02-01,Alberta,Mill B,Zinc,68.31731403973399,24.85574036527173,97880.9840631993,Budget
2023-02-01,Alberta,Mill B,Nickel,99.14433530706484,20.239771078695874,45279.844938678936,Actual
2023-02-01,Quebec,North Pit,Gold,72.87240964517386,5.715493814280157,70471.96758317146,Budget
2023-02-01,Quebec,North Pit,Copper,82.13070407077528,5.345879515341652,85472.19947821982,Budget
2023-02-01,Quebec,North Pit,Zinc,89.85436618497911,12.473483175130047,73627.49845581425,Actual
2023-02-01,Quebec,North Pit,Nickel,80.7242463401781,9.138944985193135,60112.361859887475,Actual
2023-02-01,Quebec,South Pit,Gold,63.16014195190429,21.261024142866162,75866.08747947944,Budget
2023-02-01,Quebec,South Pit,Copper,89.23558734562333,21.89611334072001,48908.966615934376,Budget
2023-02-01,Quebec,South Pit,Zinc,71.22730227401075,10.172375426209523,54439.36200568586,Budget
2023-02-01,Quebec,South Pit,Nickel,51.92940783907419,8.98653978877471,77634.29694913367,Actual
2023-02-01,Quebec,Mill A,Gold,41.680924413806835,6.598785625444711,50587.09692777678,Actual
2023-02-01,Quebec,Mill A,Copper,85.8146025940254,24.641694134383823,96901.46632403816,Actual
2023-02-01,Quebec,Mill A,Zinc,94.1200823080369,16.923998475550782,97300.76163744072,Actual
2023-02-01,Quebec,Mill A,Nickel,60.58057401247496,18.122740881640397,75659.07880758168,Budget
2023-02-01,Quebec,Mill B,Gold,77.92325704047484,13.309641733992066,88851.03577211412,Budget
2023-02-01,Quebec,Mill B,Copper,67.92735213192783,17.620283870090624,50101.09468034997,Budget
2023-02-01,Quebec,Mill B,Zinc,82.58104766433075,12.71710753443472,74598.15141686088,Budget
2023-02-01,Quebec,Mill B,Nickel,66.1028250151747,11.79356875458451,71342.24426667867,Budget
2023-02-01,Ontario,North Pit,Gold,84.1828208335863,17.689601463469604,73569.37205553413,Budget
2023-02-01,Ontario,North Pit,Copper,73.5357371205188,16.821241560979786,41804.23490027426,Budget
2023-02-01,Ontario,North Pit,Zinc,92.78554960578572,10.870559083358993,49407.012799864795,Budget
2023-02-01,Ontario,North Pit,Nickel,48.367825380383806,5.960392717189581,37362.54794186139,Actual
2023-02-01,Ontario,South Pit,Gold,63.93403949806332,10.995156761265282,64110.81924778867,Actual
2023-02-01,Ontario,South Pit,Copper,63.971573243420615,13.303952782838184,98078.28163078503,Budget
2023-02-01,Ontario,South Pit,Zinc,92.3642766397497,17.573686668492098,96784.72858275037,Budget
2023-02-01,Ontario,South Pit,Nickel,90.70687736833433,23.290575272737275,45903.26870927876,Budget
2023-02-01,Ontario,Mill A,Gold,69.02795697003044,5.723695950658502,51339.16701467408,Budget
2023-02-01,Ontario,Mill A,Copper,83.09944161119627,9.873220250836898,32524.3324595417,Budget
2023-02-01,Ontario,Mill A,Zinc,100.0,10.844910510231097,70777.90227998052,Actual
2023-02-01,Ontario,Mill A,Nickel,79.43202840598119,15.045888173875673,88427.18851762544,Budget
2023-02-01,Ontario,Mill B,Gold,80.1678534597963,13.876165449393435,96055.75974038738,Actual
2023-02-01,Ontario,Mill B,Copper,68.46483018151581,19.580752476403767,46554.75356975605,Budget
2023-02-01,Ontario,Mill B,Zinc,45.240773287073395,7.043240844257552,34761.37052398288,Actual
2023-02-01,Ontario,Mill B,Nickel,91.40255152836644,16.88996731499517,45459.48715561276,Budget
2023-02-01,British Columbia,North Pit,Gold,91.51463200071657,22.677145271999187,54507.249730220516,Budget
2023-02-01,British Columbia,North Pit,Copper,89.81334701088171,25.37638537887487,94376.90629070801,Actual
2023-02-01,British Columbia,North Pit,Zinc,71.86604268670453,24.175692094500622,75280.0228919122,Budget
2023-02-01,British Columbia,North Pit,Nickel,72.22233511144313,20.46522304159977,85015.86425045901,Budget
2023-02-01,British Columbia,South Pit,Gold,98.91741557510478,26.776586574921577,82012.46698203504,Actual
2023-02-01,British Columbia,South Pit,Copper,100.0,12.384387967113181,61395.70495484025,Actual
2023-02-01,British Columbia,South Pit,Zinc,91.0480248492791,8.951618887009541,45959.592614878085,Budget
2023-02-01,British Columbia,South Pit,Nickel,87.29564410501683,5.1297616756105295,30630.049410462485,Budget
2023-02-01,British Columbia,Mill A,Gold,90.67056263774795,21.039517657369316,93086.6988977737,Actual
2023-02-01,British Columbia,Mill A,Copper,44.621511309308936,16.835861708194525,63303.515820877736,Actual
2023-02-01,British Columbia,Mill A,Zinc,65.65700499331149,8.738706900833527,83779.78197398914,Budget
2023-02-01,British Columbia,Mill A,Nickel,91.44939659844778,17.738871508537578,35208.14404099435,Budget
2023-02-01,British Columbia,Mill B,Gold,87.276308620749,21.413927036711883,89565.52817530469,Actual
2023-02-01,British Columbia,Mill B,Copper,39.59758144325853,15.46061316159662,21796.182558106728,Actual
2023-02-01,British Columbia,Mill B,Zinc,63.55150400031113,17.937204480344434,37391.51459944738,Budget
2023-02-01,British Columbia,Mill B,Nickel,92.74748719117984,27.199157232877564,67795.71988998394,Actual
2023-02-01,Nova Scotia,North Pit,Gold,39.32836523500295,7.772890664663731,41389.07500928198,Actual
2023-02-01,Nova Scotia,North Pit,Copper,50.04587244960002,9.14969767810582,66441.05098224591,Actual
2023-02-01,Nova Scotia,North Pit,Zinc,81.90767776550547,16.40130126508041,80212.97212041904,Actual
2023-02-01,Nova Scotia,North Pit,Nickel,95.52882868306207,14.371961184334165,46203.8605491788,Actual
2023-02-01,Nova Scotia,South Pit,Gold,82.81864408259102,5.028514565750653,45830.274826016095,Budget
2023-02-01,Nova Scotia,South Pit,Copper,67.84942583111959,19.635440501739748,49997.26317810807,Budget
2023-02-01,Nova Scotia,South Pit,Zinc,97.53998604357292,23.009950415770138,44398.64570207957,Actual
2023-02-01,Nova Scotia,South Pit,Nickel,68.303718062388,19.93949209373541,50135.142045146145,Budget
2023-02-01,Nova Scotia,Mill A,Gold,71.38898943557437,11.900413332209332,81001.87088778132,Budget
2023-02-01,Nova Scotia,Mill A,Copper,86.12719917913084,15.445789466223438,46898.102907509805,Budget
2023-02-01,Nova Scotia,Mill A,Zinc,82.7371514666525,12.19947036353339,88475.17529422705,Budget
2023-02-01,Nova Scotia,Mill A,Nickel,89.72281936729622,5.320728000612915,62866.189658764546,Budget
2023-02-01,Nova Scotia,Mill B,Gold,92.175575321378,18.041712810150337,58409.41715390456,Actual
2023-02-01,Nova Scotia,Mill B,Copper,83.71086144728707,7.832648288827301,61684.161519353824,Actual
2023-02-01,Nova Scotia,Mill B,Zinc,63.27861687398324,6.600826481828812,79664.7718415444,Budget
2023-02-01,Nova Scotia,Mill B,Nickel,66.1223635876796,18.24781845835716,60047.70921251905,Actual
2023-03-01,Canada,North Pit,Gold,69.28208286886039,5.1901240483621125,30509.506478254065,Budget
2023-03-01,Canada,North Pit,Copper,56.256837587663846,19.846907312890956,77616.35338458921,Actual
2023-03-01,Canada,North Pit,Zinc,100.0,20.372741382537985,46082.565353507125,Actual
2023-03-01,Canada,North Pit,Nickel,73.75842036333661,24.660328614122967,95703.49441700701,Budget
2023-03-01,Canada,South Pit,Gold,100.0,7.850442871525909,40744.49897054202,Actual
2023-03-01,Canada,South Pit,Copper,82.0898519099042,16.670590977318263,83968.55344702139,Budget
2023-03-01,Canada,South Pit,Zinc,87.8183956239577,11.986540719518224,67427.22957283017,Budget
2023-03-01,Canada,South Pit,Nickel,77.73553093900952,21.910020468280003,65521.560301671794,Actual
2023-03-01,Canada,Mill A,Gold,84.50856978593285,12.88253034264624,36983.7272838171,Actual
2023-03-01,Canada,Mill A,Copper,76.83357580352543,10.156276839992547,46467.490493788515,Actual
2023-03-01,Canada,Mill A,Zinc,66.83350457293156,22.151062541998265,84428.31219456345,Budget
2023-03-01,Canada,Mill A,Nickel,98.56623240490514,14.438437454665916,106774.55160134574,Actual
2023-03-01,Canada,Mill B,Gold,59.11142189605559,4.5177050605199085,56750.65280161944,Actual
2023-03-01,Canada,Mill B,Copper,60.851058825100885,12.805782016786676,54734.037745381676,Budget
2023-03-01,Canada,Mill B,Zinc,91.00187603718904,19.932606416629394,37678.22650750123,Actual
2023-03-01,Canada,Mill B,Nickel,66.19887377924671,10.087190776127636,77752.49682464384,Budget
2023-03-01,Holding Company,North Pit,Gold,100.0,17.845173901584864,64750.458817527586,Actual
2023-03-01,Holding Company,North Pit,Copper,93.38750019509055,6.13430276564451,33850.960049450274,Budget
2023-03-01,Holding Company,North Pit,Zinc,92.0202536577157,16.761855830279146,76609.62103690355,Budget
2023-03-01,Holding Company,North Pit,Nickel,66.32470369422262,18.296677505442528,58183.460276827485,Actual
2023-03-01,Holding Company,South Pit,Gold,40.00666914160992,8.766599248819443,20377.926582213877,Actual
2023-03-01,Holding Company,South Pit,Copper,100.0,17.423675746361916,49087.40297612284,Actual
2023-03-01,Holding Company,South Pit,Zinc,74.986445191106,6.765649971698329,78944.13504721608,Budget
2023-03-01,Holding Company,South Pit,Nickel,93.83291866652843,9.03881729023965,34456.9933146052,Budget
2023-03-01,Holding Company,Mill A,Gold,100.0,10.720123829264743,120025.8450957333,Actual
2023-03-01,Holding Company,Mill A,Copper,89.85533094135761,14.633755373230759,51792.839419395284,Budget
2023-03-01,Holding Company,Mill A,Zinc,60.18971943751034,13.342635061768227,30997.03059352119,Actual
2023-03-01,Holding Company,Mill A,Nickel,67.56843431104654,22.050149404717057,76492.47419772013,Actual
2023-03-01,Holding Company,Mill B,Gold,89.78978350308999,6.4646300855446786,66709.90641171166,Budget
2023-03-01,Holding Company,Mill B,Copper,61.98146898899973,14.8190697214012,44869.35130375869,Actual
2023-03-01,Holding Company,Mill B,Zinc,50.678486231814794,11.93703300999111,44909.52767071502,Actual
2023-03-01,Holding Company,Mill B,Nickel,82.64855906812089,15.933984060918371,32751.290507991143,Actual
2023-03-01,Alberta,North Pit,Gold,100.0,29.3213837423471,99711.06530301872,Actual
2023-03-01,Alberta,North Pit,Copper,95.9371375422599,10.36095700694263,63234.20850956694,Actual
2023-03-01,Alberta,North Pit,Zinc,83.87321933555597,6.100672308462444,83905.2035263688,Actual
2023-03-01,Alberta,North Pit,Nickel,45.523538109725976,13.244253159076504,53113.623513157116,Actual
2023-03-01,Alberta,South Pit,Gold,81.52525293447094,11.903149282719603,75587.79301368166,Budget
2023-03-01,Alberta,South Pit,Copper,100.0,7.18766688589684,114833.06678411891,Actual
2023-03-01,Alberta,South Pit,Zinc,64.90294053327834,10.027480145808276,74181.06548633758,Budget
2023-03-01,Alberta,South Pit,Nickel,79.14415288928001,11.330067198943981,60071.81768178659,Actual
2023-03-01,Alberta,Mill A,Gold,100.0,21.91646799125441,72430.02376016924,Actual
2023-03-01,Alberta,Mill A,Copper,85.92690162139715,8.451715880985443,38370.74747353991,Budget
2023-03-01,Alberta,Mill A,Zinc,96.03462733772557,15.089936970618382,96222.9379405736,Actual
2023-03-01,Alberta,Mill A,Nickel,96.57619970041792,16.72591356004059,95081.2616230863,Actual
2023-03-01,Alberta,Mill B,Gold,72.58219029269144,14.184747827281818,47240.88569598664,Budget
2023-03-01,Alberta,Mill B,Copper,70.27571454925727,24.478815333335636,90387.73388887013,Budget
2023-03-01,Alberta,Mill B,Zinc,100.0,7.18993021012837,86655.33400251792,Actual
2023-03-01,Alberta,Mill B,Nickel,100.0,29.23347222588233,77294.37313836113,Actual
2023-03-01,Quebec,North Pit,Gold,100.0,20.914079988634732,39247.957796175026,Actual
2023-03-01,Quebec,North Pit,Copper,100.0,26.9644736820053,73219.9793916898,Actual
2023-03-01,Quebec,North Pit,Zinc,78.51546102363075,13.715894342699574,75441.21457877784,Actual
2023-03-01,Quebec,North Pit,Nickel,77.63538562999724,14.091698784099608,36320.858950922295,Actual
2023-03-01,Quebec,South Pit,Gold,100.0,27.302747082218325,75151.1593003733,Actual
2023-03-01,Quebec,South Pit,Copper,82.74873757722179,22.91868992583804,99540.51659531172,Budget
2023-03-01,Quebec,South Pit,Zinc,84.56884070401962,9.773777628625952,80157.70460463472,Budget
2023-03-01,Quebec,South Pit,Nickel,100.0,10.845191934538825,82418.8677661689,Actual
